"funnel","rides","platform","age_group","request_date","revenue"
"ride requested","5","android","18-24","13:32:00","0"
"ride requested","3","android","18-24","13:33:00","0"
"ride requested","5","android","18-24","13:34:00","0"
"ride requested","2","android","18-24","13:35:00","0"
"ride requested","3","android","18-24","13:36:00","0"
"ride requested","4","android","18-24","13:37:00","0"
"ride requested","5","android","18-24","13:38:00","0"
"ride requested","2","android","18-24","13:39:00","0"
"ride requested","4","android","18-24","13:40:00","0"
"ride requested","2","android","18-24","13:41:00","0"
"ride requested","5","android","18-24","13:42:00","0"
"ride requested","3","android","18-24","13:43:00","0"
"ride requested","5","android","18-24","13:44:00","0"
"ride requested","3","android","18-24","13:45:00","0"
"ride requested","6","android","18-24","13:46:00","0"
"ride requested","3","android","18-24","13:47:00","0"
"ride requested","5","android","18-24","13:48:00","0"
"ride requested","2","android","18-24","13:49:00","0"
"ride requested","2","android","18-24","13:50:00","0"
"ride requested","4","android","18-24","13:51:00","0"
"ride requested","3","android","18-24","13:52:00","0"
"ride requested","4","android","18-24","13:53:00","0"
"ride requested","7","android","18-24","13:54:00","0"
"ride requested","4","android","18-24","13:55:00","0"
"ride requested","5","android","18-24","13:56:00","0"
"ride requested","1","android","18-24","13:57:00","0"
"ride requested","8","android","18-24","13:58:00","0"
"ride requested","4","android","18-24","13:59:00","0"
"ride requested","1","android","18-24","14:00:00","0"
"ride requested","6","android","18-24","14:01:00","0"
"ride requested","3","android","18-24","14:02:00","0"
"ride requested","2","android","18-24","14:03:00","0"
"ride requested","4","android","18-24","14:04:00","0"
"ride requested","8","android","18-24","14:05:00","0"
"ride requested","5","android","18-24","14:06:00","0"
"ride requested","5","android","18-24","14:07:00","0"
"ride requested","3","android","18-24","14:08:00","0"
"ride requested","5","android","18-24","14:09:00","0"
"ride requested","2","android","18-24","14:10:00","0"
"ride requested","1","android","18-24","14:11:00","0"
"ride requested","4","android","18-24","14:12:00","0"
"ride requested","2","android","18-24","14:13:00","0"
"ride requested","7","android","18-24","14:14:00","0"
"ride requested","5","android","18-24","14:15:00","0"
"ride requested","1","android","18-24","14:16:00","0"
"ride requested","4","android","18-24","14:17:00","0"
"ride requested","7","android","18-24","14:18:00","0"
"ride requested","3","android","18-24","14:19:00","0"
"ride requested","2","android","18-24","14:20:00","0"
"ride requested","3","android","18-24","14:21:00","0"
"ride requested","2","android","18-24","14:22:00","0"
"ride requested","6","android","18-24","14:23:00","0"
"ride requested","2","android","18-24","14:24:00","0"
"ride requested","5","android","18-24","14:25:00","0"
"ride requested","4","android","18-24","14:26:00","0"
"ride requested","2","android","18-24","14:27:00","0"
"ride requested","2","android","18-24","14:28:00","0"
"ride requested","7","android","18-24","14:29:00","0"
"ride requested","7","android","18-24","14:30:00","0"
"ride requested","4","android","18-24","14:31:00","0"
"ride requested","7","android","18-24","14:32:00","0"
"ride requested","2","android","18-24","14:33:00","0"
"ride requested","7","android","18-24","14:34:00","0"
"ride requested","5","android","18-24","14:35:00","0"
"ride requested","2","android","18-24","14:36:00","0"
"ride requested","6","android","18-24","14:37:00","0"
"ride requested","5","android","18-24","14:38:00","0"
"ride requested","2","android","18-24","14:40:00","0"
"ride requested","2","android","18-24","14:41:00","0"
"ride requested","1","android","18-24","14:42:00","0"
"ride requested","8","android","18-24","14:43:00","0"
"ride requested","4","android","18-24","14:44:00","0"
"ride requested","8","android","18-24","14:45:00","0"
"ride requested","5","android","18-24","14:46:00","0"
"ride requested","6","android","18-24","14:47:00","0"
"ride requested","3","android","18-24","14:48:00","0"
"ride requested","8","android","18-24","14:49:00","0"
"ride requested","5","android","18-24","14:50:00","0"
"ride requested","5","android","18-24","14:51:00","0"
"ride requested","6","android","18-24","14:52:00","0"
"ride requested","4","android","18-24","14:53:00","0"
"ride requested","2","android","18-24","14:54:00","0"
"ride requested","7","android","18-24","14:55:00","0"
"ride requested","5","android","18-24","14:56:00","0"
"ride requested","5","android","18-24","14:57:00","0"
"ride requested","2","android","18-24","14:58:00","0"
"ride requested","2","android","18-24","14:59:00","0"
"ride requested","2","android","18-24","15:00:00","0"
"ride requested","2","android","18-24","15:01:00","0"
"ride requested","2","android","18-24","15:02:00","0"
"ride requested","3","android","18-24","15:03:00","0"
"ride requested","6","android","18-24","15:04:00","0"
"ride requested","5","android","18-24","15:05:00","0"
"ride requested","4","android","18-24","15:06:00","0"
"ride requested","8","android","18-24","15:07:00","0"
"ride requested","5","android","18-24","15:08:00","0"
"ride requested","5","android","18-24","15:09:00","0"
"ride requested","5","android","18-24","15:10:00","0"
"ride requested","7","android","18-24","15:11:00","0"
"ride requested","4","android","18-24","15:12:00","0"
"ride requested","5","android","18-24","15:13:00","0"
"ride requested","4","android","18-24","15:14:00","0"
"ride requested","4","android","18-24","15:15:00","0"
"ride requested","2","android","18-24","15:16:00","0"
"ride requested","7","android","18-24","15:17:00","0"
"ride requested","2","android","18-24","15:18:00","0"
"ride requested","7","android","18-24","15:19:00","0"
"ride requested","3","android","18-24","15:20:00","0"
"ride requested","6","android","18-24","15:21:00","0"
"ride requested","4","android","18-24","15:22:00","0"
"ride requested","7","android","18-24","15:23:00","0"
"ride requested","5","android","18-24","15:24:00","0"
"ride requested","3","android","18-24","15:25:00","0"
"ride requested","3","android","18-24","15:26:00","0"
"ride requested","4","android","18-24","15:27:00","0"
"ride requested","6","android","18-24","15:28:00","0"
"ride requested","5","android","18-24","15:29:00","0"
"ride requested","4","android","18-24","15:30:00","0"
"ride requested","5","android","18-24","15:31:00","0"
"ride requested","5","android","18-24","15:32:00","0"
"ride requested","2","android","18-24","15:33:00","0"
"ride requested","3","android","18-24","15:34:00","0"
"ride requested","1","android","18-24","15:35:00","0"
"ride requested","6","android","18-24","15:36:00","0"
"ride requested","2","android","18-24","15:37:00","0"
"ride requested","1","android","18-24","15:38:00","0"
"ride requested","6","android","18-24","15:39:00","0"
"ride requested","7","android","18-24","15:40:00","0"
"ride requested","5","android","18-24","15:41:00","0"
"ride requested","3","android","18-24","15:42:00","0"
"ride requested","2","android","18-24","15:43:00","0"
"ride requested","5","android","18-24","15:44:00","0"
"ride requested","4","android","18-24","15:45:00","0"
"ride requested","4","android","18-24","15:46:00","0"
"ride requested","7","android","18-24","15:47:00","0"
"ride requested","6","android","18-24","15:48:00","0"
"ride requested","8","android","18-24","15:49:00","0"
"ride requested","4","android","18-24","15:50:00","0"
"ride requested","7","android","18-24","15:51:00","0"
"ride requested","6","android","18-24","15:52:00","0"
"ride requested","4","android","18-24","15:53:00","0"
"ride requested","2","android","18-24","15:54:00","0"
"ride requested","3","android","18-24","15:55:00","0"
"ride requested","1","android","18-24","15:56:00","0"
"ride requested","4","android","18-24","15:57:00","0"
"ride requested","2","android","18-24","15:58:00","0"
"ride requested","2","android","18-24","15:59:00","0"
"ride requested","26","android","18-24","16:00:00","0"
"ride requested","40","android","18-24","16:01:00","0"
"ride requested","40","android","18-24","16:02:00","0"
"ride requested","28","android","18-24","16:03:00","0"
"ride requested","24","android","18-24","16:04:00","0"
"ride requested","29","android","18-24","16:05:00","0"
"ride requested","37","android","18-24","16:06:00","0"
"ride requested","36","android","18-24","16:07:00","0"
"ride requested","30","android","18-24","16:08:00","0"
"ride requested","33","android","18-24","16:09:00","0"
"ride requested","29","android","18-24","16:10:00","0"
"ride requested","31","android","18-24","16:11:00","0"
"ride requested","26","android","18-24","16:12:00","0"
"ride requested","24","android","18-24","16:13:00","0"
"ride requested","31","android","18-24","16:14:00","0"
"ride requested","35","android","18-24","16:15:00","0"
"ride requested","20","android","18-24","16:16:00","0"
"ride requested","26","android","18-24","16:17:00","0"
"ride requested","31","android","18-24","16:18:00","0"
"ride requested","28","android","18-24","16:19:00","0"
"ride requested","31","android","18-24","16:20:00","0"
"ride requested","35","android","18-24","16:21:00","0"
"ride requested","30","android","18-24","16:22:00","0"
"ride requested","37","android","18-24","16:23:00","0"
"ride requested","34","android","18-24","16:24:00","0"
"ride requested","29","android","18-24","16:25:00","0"
"ride requested","24","android","18-24","16:26:00","0"
"ride requested","28","android","18-24","16:27:00","0"
"ride requested","33","android","18-24","16:28:00","0"
"ride requested","35","android","18-24","16:29:00","0"
"ride requested","32","android","18-24","16:30:00","0"
"ride requested","23","android","18-24","16:31:00","0"
"ride requested","26","android","18-24","16:32:00","0"
"ride requested","29","android","18-24","16:33:00","0"
"ride requested","25","android","18-24","16:34:00","0"
"ride requested","15","android","18-24","16:35:00","0"
"ride requested","31","android","18-24","16:36:00","0"
"ride requested","46","android","18-24","16:37:00","0"
"ride requested","34","android","18-24","16:38:00","0"
"ride requested","28","android","18-24","16:39:00","0"
"ride requested","29","android","18-24","16:40:00","0"
"ride requested","32","android","18-24","16:41:00","0"
"ride requested","22","android","18-24","16:42:00","0"
"ride requested","31","android","18-24","16:43:00","0"
"ride requested","26","android","18-24","16:44:00","0"
"ride requested","25","android","18-24","16:45:00","0"
"ride requested","36","android","18-24","16:46:00","0"
"ride requested","29","android","18-24","16:47:00","0"
"ride requested","18","android","18-24","16:48:00","0"
"ride requested","25","android","18-24","16:49:00","0"
"ride requested","29","android","18-24","16:50:00","0"
"ride requested","35","android","18-24","16:51:00","0"
"ride requested","22","android","18-24","16:52:00","0"
"ride requested","29","android","18-24","16:53:00","0"
"ride requested","26","android","18-24","16:54:00","0"
"ride requested","28","android","18-24","16:55:00","0"
"ride requested","26","android","18-24","16:56:00","0"
"ride requested","31","android","18-24","16:57:00","0"
"ride requested","31","android","18-24","16:58:00","0"
"ride requested","27","android","18-24","16:59:00","0"
"ride requested","28","android","18-24","17:00:00","0"
"ride requested","30","android","18-24","17:01:00","0"
"ride requested","21","android","18-24","17:02:00","0"
"ride requested","25","android","18-24","17:03:00","0"
"ride requested","40","android","18-24","17:04:00","0"
"ride requested","24","android","18-24","17:05:00","0"
"ride requested","33","android","18-24","17:06:00","0"
"ride requested","34","android","18-24","17:07:00","0"
"ride requested","26","android","18-24","17:08:00","0"
"ride requested","34","android","18-24","17:09:00","0"
"ride requested","32","android","18-24","17:10:00","0"
"ride requested","32","android","18-24","17:11:00","0"
"ride requested","33","android","18-24","17:12:00","0"
"ride requested","28","android","18-24","17:13:00","0"
"ride requested","29","android","18-24","17:14:00","0"
"ride requested","37","android","18-24","17:15:00","0"
